5.502000122070312443e-07	5.448790464351952500e+14	4.838960114047894231e-09
5.512000122070313194e-07	5.438905140796652500e+14	3.281698417848093713e-09
5.522000122070312887e-07	5.429055620658000625e+14	5.017693185968550630e-09
5.532000122070312579e-07	5.419241709774307500e+14	7.141037687739499672e-09
5.542000122070313331e-07	5.409463215385263750e+14	7.708714252191577456e-09
5.552000122070313023e-07	5.399719946119325625e+14	6.328928606453882704e-09
5.562000122070312716e-07	5.390011711981226875e+14	5.983651994785319340e-09
5.572000122070313467e-07	5.380338324339629375e+14	6.725488308114491243e-09
5.582000122070313159e-07	5.370699595914908750e+14	3.918446056250866402e-09
5.592000122070312852e-07	5.361095340767062500e+14	1.972292929647517293e-09
5.602000122070311486e-07	5.351525374283760625e+14	2.649148183664938120e-09
5.612000122070312237e-07	5.341989513168509375e+14	2.673578061009144038e-09
5.622000122070311929e-07	5.332487575428953750e+14	3.722551197562606138e-09
5.632000122070311622e-07	5.323019380365298750e+14	3.115199542549225244e-09
5.642000122070312373e-07	5.313584748558853750e+14	5.722332885600454912e-09
5.652000122070312066e-07	5.304183501860698125e+14	9.745747984676119287e-09
5.662000122070311758e-07	5.294815463380470625e+14	1.214479011590143040e-08
5.672000122070312509e-07	5.285480457475273750e+14	1.927790778170549061e-08
5.682000122070312202e-07	5.276178309738695625e+14	2.111339610018646378e-08
5.692000122070311894e-07	5.266908846989949375e+14	2.852773733018394270e-08
5.702000122070311587e-07	5.257671897263126875e+14	2.008844001984958077e-08
5.712000122070312338e-07	5.248467289796561875e+14	1.788908617261220866e-08
5.722000122070312031e-07	5.239294855022307500e+14	1.117597497155315344e-08
5.732000122070311723e-07	5.230154424555725000e+14	2.120104416814558886e-08
5.742000122070312474e-07	5.221045831185180625e+14	2.415187599719249307e-08
5.752000122070312167e-07	5.211968908861844375e+14	1.997776475258360822e-08
5.762000122070311859e-07	5.202923492689605000e+14	3.038327711270741539e-08
5.772000122070312611e-07	5.193909418915082500e+14	2.526890785197038795e-08
5.782000122070312303e-07	5.184926524917745000e+14	3.250417687897293936e-08
5.792000122070311996e-07	5.175974649200131250e+14	1.793056141098687697e-08
5.802000122070311688e-07	5.167053631378171250e+14	2.605241331690982663e-08
5.812000122070312440e-07	5.158163312171609375e+14	2.027647355527130800e-08
5.822000122070312132e-07	5.149303533394522500e+14	2.921897302446655639e-08
5.832000122070311825e-07	5.140474137945939375e+14	3.040872592454422374e-08
5.842000122070312576e-07	5.131674969800553750e+14	3.762748228084571632e-08
5.852000122070312268e-07	5.122905873999535625e+14	5.351486695573227185e-08
5.862000122070311961e-07	5.114166696641431875e+14	6.893866530803396882e-08
5.872000122070312712e-07	5.105457284873166875e+14	8.502682870176057217e-08
5.882000122070312405e-07	5.096777486881125625e+14	6.759871978832479766e-08
5.892000122070312097e-07	5.088127151882336875e+14	7.056792509944549909e-08
5.902000122070311790e-07	5.079506130115740625e+14	8.776227595033932910e-08
5.912000122070312541e-07	5.070914272833543750e+14	1.035144025674045532e-07
5.922000122070312233e-07	5.062351432292668125e+14	1.059547026270977215e-07
5.932000122070311926e-07	5.053817461746278750e+14	9.767818911923813188e-08
5.942000122070312677e-07	5.045312215435402500e+14	1.274705632634191138e-07
5.952000122070312370e-07	5.036835548580630625e+14	1.412416657483621231e-07
5.962000122070312062e-07	5.028387317373900000e+14	1.414766535441739368e-07
5.972000122070311755e-07	5.019967378970364375e+14	1.244179510711417451e-07
5.982000122070312506e-07	5.011575591480341250e+14	1.412331249385940106e-07
5.992000122070312198e-07	5.003211813961343750e+14	1.743257066774638740e-07
6.002000122070311891e-07	4.994875906410186250e+14	2.137124330793957703e-07
6.012000122070312642e-07	4.986567729755176250e+14	3.583664140353690392e-07
6.022000122070312335e-07	4.978287145848378125e+14	6.389338809459006550e-07
6.032000122070312027e-07	4.970034017457956875e+14	1.036292807244645762e-06
6.042000122070312779e-07	4.961808208260596250e+14	1.379739120727693128e-06
6.052000122070312471e-07	4.953609582833993750e+14	1.651956461412304885e-06
6.062000122070312164e-07	4.945438006649428750e+14	1.832311022452033719e-06
6.072000122070311856e-07	4.937293346064403750e+14	1.945859308784687153e-06
6.082000122070312607e-07	4.929175468315358750e+14	1.962614050484157677e-06
6.092000122070312300e-07	4.921084241510458125e+14	1.937088824630740291e-06
6.102000122070311992e-07	4.913019534622446875e+14	2.046596213225040292e-06
6.112000122070312744e-07	4.904981217481578750e+14	2.446353565327086855e-06
6.122000122070312436e-07	4.896969160768612500e+14	3.182036398943489129e-06
6.132000122070312129e-07	4.888983236007875000e+14	4.196372722111013947e-06
6.142000122070312880e-07	4.881023315560396875e+14	5.342049191754731011e-06
6.152000122070312572e-07	4.873089272617111250e+14	6.262627289359576679e-06
6.162000122070312265e-07	4.865180981192118750e+14	6.674726704220455686e-06
6.172000122070311957e-07	4.857298316116020000e+14	6.642127613948938220e-06
6.182000122070312709e-07	4.849441153029311250e+14	6.812223815478956757e-06
6.192000122070312401e-07	4.841609368375845000e+14	7.941068082899780363e-06
6.202000122070312094e-07	4.833802839396352500e+14	1.059268770117046410e-05
6.212000122070312845e-07	4.826021444122030625e+14	1.453715345731420471e-05
6.222000122070312537e-07	4.818265061368190000e+14	1.884389553457657132e-05
6.232000122070312230e-07	4.810533570727962500e+14	2.204068703672043173e-05
6.242000122070312981e-07	4.802826852566072500e+14	2.306341679711708617e-05
6.252000122070312674e-07	4.795144788012664375e+14	2.161865643074926410e-05
6.262000122070312366e-07	4.787487258957191875e+14	1.817568464133213684e-05
6.272000122070312059e-07	4.779854148042364375e+14	1.400629612454260758e-05
6.282000122070312810e-07	4.772245338658153750e+14	1.020239927294896896e-05
6.292000122070312503e-07	4.764660714935851250e+14	7.595654689426823535e-06
6.302000122070312195e-07	4.757100161742192500e+14	6.069909570250980829e-06
6.312000122070312946e-07	4.749563564673525000e+14	5.178848683820691032e-06
6.322000122070312639e-07	4.742050810050043750e+14	4.565060249769522484e-06
6.332000122070312331e-07	4.734561784910070000e+14	4.129081707809074666e-06
6.342000122070313083e-07	4.727096377004394375e+14	3.912253091399666559e-06
6.352000122070312775e-07	4.719654474790665000e+14	3.874101788637337258e-06
6.362000122070312468e-07	4.712235967427834375e+14	3.906454270260140039e-06
6.372000122070312160e-07	4.704840744770655625e+14	3.882269387745288297e-06
6.382000122070312911e-07	4.697468697364231875e+14	3.612345648178981569e-06
6.392000122070312604e-07	4.690119716438613750e+14	3.179335052649390393e-06
6.402000122070312296e-07	4.682793693903453750e+14	2.639652004042681004e-06
6.412000122070313048e-07	4.675490522342702500e+14	2.145879223471353277e-06
6.422000122070312740e-07	4.668210095009363750e+14	1.732408853209003005e-06
6.432000122070312433e-07	4.660952305820288125e+14	1.425381461888425040e-06
6.442000122070313184e-07	4.653717049351025000e+14	1.225793363477903549e-06
6.452000122070312876e-07	4.646504220830715625e+14	1.079255824805785020e-06
6.462000122070312569e-07	4.639313716137035625e+14	1.059830810315515493e-06
6.472000122070312261e-07	4.632145431791186250e+14	1.082577680165707965e-06
6.482000122070313013e-07	4.624999264952930000e+14	1.095180320365171031e-06
6.492000122070312705e-07	4.617875113415671875e+14	1.068900380232916006e-06
6.502000122070312398e-07	4.610772875601586250e+14	1.052084618850139180e-06
6.512000122070313149e-07	4.603692450556791250e+14	1.137195506845239245e-06
6.522000122070312842e-07	4.596633737946562500e+14	1.099599581733606224e-06
6.532000122070312534e-07	4.589596638050597500e+14	1.068700672969205945e-06
6.542000122070313285e-07	4.582581051758315000e+14	1.044025475629168724e-06
6.552000122070312978e-07	4.575586880564206250e+14	1.109661712081081132e-06
6.562000122070312670e-07	4.568614026563221250e+14	1.241636275474515566e-06
6.572000122070312363e-07	4.561662392446202500e+14	1.269557713011514258e-06
6.582000122070313114e-07	4.554731881495359375e+14	1.188961250098270653e-06
6.592000122070312807e-07	4.547822397579778125e+14	1.095320325378669948e-06
6.602000122070312499e-07	4.540933845150982500e+14	1.091992542141168770e-06
6.612000122070313250e-07	4.534066129238525000e+14	1.175681663222106545e-06
6.622000122070312943e-07	4.527219155445626875e+14	1.283391774851050301e-06
6.632000122070312635e-07	4.520392829944848125e+14	1.312950286838749223e-06
6.642000122070313387e-07	4.513587059473805625e+14	1.388825141642607877e-06
6.652000122070313079e-07	4.506801751330923125e+14	1.408418759608391903e-06
6.662000122070312772e-07	4.500036813371224375e+14	1.434940429416311854e-06
6.672000122070312464e-07	4.493292154002161250e+14	1.550679576646602992e-06
6.682000122070313215e-07	4.486567682179479375e+14	1.709317125357364745e-06
