2.000466386000000409e-06	1.498612823979737500e+14	1.175284335667317284e-09
2.002074477999999813e-06	1.497409118862959688e+14	1.063559497301530297e-09
2.003682570000000064e-06	1.496207345857183438e+14	9.683322930628886849e-10
2.005290662000000315e-06	1.495007500314186250e+14	8.872913508331348239e-10
2.006898753999999720e-06	1.493809577600644688e+14	8.169033607860478340e-10
2.008506845999999971e-06	1.492613573098072500e+14	7.610421667686225966e-10
2.010114938000000222e-06	1.491419482202763438e+14	7.107835946932439870e-10
2.011723030000000050e-06	1.490227300325730938e+14	6.622515593937987072e-10
2.013331121999999878e-06	1.489037022892650625e+14	6.240758914283376099e-10
2.014939214000000129e-06	1.487848645343799375e+14	5.923626798338702409e-10
2.016547305999999957e-06	1.486662163133999688e+14	5.574523705362056500e-10
2.018155398000000208e-06	1.485477571732560625e+14	5.331125603187446003e-10
2.019763490000000036e-06	1.484294866623220312e+14	5.059723417129607083e-10
2.021371581999999863e-06	1.483114043304087500e+14	4.873316310874628502e-10
2.022979674000000115e-06	1.481935097287586250e+14	4.700911690117791278e-10
2.024587766000000366e-06	1.480758024100398438e+14	4.481600583055059772e-10
2.026195857999999770e-06	1.479582819283406250e+14	4.335565576764421418e-10
2.027803949000000124e-06	1.478409479120705625e+14	4.204070953629017985e-10
2.029412040999999951e-06	1.477237997722119375e+14	4.092388018028592274e-10
2.031020133000000203e-06	1.476068371401023438e+14	4.000108882929709253e-10
2.032628225000000030e-06	1.474900595754543438e+14	3.917535293760408876e-10
2.034236316999999858e-06	1.473734666393727500e+14	3.798955296430548082e-10
2.035844409000000109e-06	1.472570578943491250e+14	3.744797627696922713e-10
2.037452501000000360e-06	1.471408329042562500e+14	3.706919862300405675e-10
2.039060592999999765e-06	1.470247912343426875e+14	3.686907876113501824e-10
2.040668685000000016e-06	1.469089324512273750e+14	3.715170923153607750e-10
2.042276777000000267e-06	1.467932561228942500e+14	3.714688675460729067e-10
2.043884868999999671e-06	1.466777618186868750e+14	3.728359224569523419e-10
2.045492960999999923e-06	1.465624491093030000e+14	3.765673652437568099e-10
2.047101053000000174e-06	1.464473175667894062e+14	3.821325271427807000e-10
2.048709144999999578e-06	1.463323667645365312e+14	3.914793067959916400e-10
2.050317237000000253e-06	1.462175962772730625e+14	4.008355384725033810e-10
2.051925329000000504e-06	1.461030056810610000e+14	4.093273603183653238e-10
2.053533420999999908e-06	1.459885945532901875e+14	4.234707120391103238e-10
2.055141513000000160e-06	1.458743624726731875e+14	4.357989251868330651e-10
2.056749604999999987e-06	1.457603090192400938e+14	4.538184479499568901e-10
2.058357696999999815e-06	1.456464337743334375e+14	4.752682587401117557e-10
2.059965788000000169e-06	1.455327363912511875e+14	5.048825176059167696e-10
2.061573879999999996e-06	1.454192163125388438e+14	5.353542660833625758e-10
2.063181971999999824e-06	1.453058731942041250e+14	5.674291453226880066e-10
2.064790064000000075e-06	1.451927066227881875e+14	6.037676494746847349e-10
2.066398155999999903e-06	1.450797161861191562e+14	6.449243327612898096e-10
2.068006248000000154e-06	1.449669014733073438e+14	6.927162409854234311e-10
